# Sherwood number,Power number,LCOW,Energy Consumption,Volumetric Recovery,Membrane area,cp_average,Pressure drop,Average K,Average f,Average Re,Average Sh,Average Pn,Inlet velocity,Outlet velocity,Sherwood number,Power number,Channel height,Spacer porosity,Length,Number of pressure vessels,Telescoping potential,Operating pressure,Outlet bulk concentration,Outlet interface concentration
1.900169e+01,1.000000e+07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.353547e+01,1.000000e+05,8.331352e-01,4.781789e+00,5.000000e-01,4.905276e+04,1.315846e+00,-1.209839e+04,4.590887e-05,1.503671e-01,2.185136e+02,2.353547e+01,1.000000e+05,2.500000e-01,1.251537e-01,2.353547e+01,1.000000e+05,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,2.016399e-02,1.022763e+07,6.981649e+01,8.720458e+01
2.353547e+01,1.389495e+05,8.334711e-01,4.784453e+00,5.000000e-01,4.905276e+04,1.315850e+00,-1.681126e+04,4.590887e-05,2.089465e-01,2.185081e+02,2.353547e+01,1.389495e+05,2.500000e-01,1.251537e-01,2.353547e+01,1.389495e+05,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,2.801877e-02,1.023105e+07,6.981649e+01,8.719970e+01
2.353547e+01,1.930698e+05,8.339378e-01,4.788154e+00,5.000000e-01,4.905276e+04,1.315855e+00,-2.336033e+04,4.590888e-05,2.903535e-01,2.185006e+02,2.353547e+01,1.930698e+05,2.500000e-01,1.251537e-01,2.353547e+01,1.930698e+05,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,3.893388e-02,1.023580e+07,6.981649e+01,8.719291e+01
2.353547e+01,2.682696e+05,8.345865e-01,4.793298e+00,5.000000e-01,4.905276e+04,1.315862e+00,-3.246130e+04,4.590889e-05,4.034900e-01,2.184901e+02,2.353547e+01,2.682696e+05,2.500000e-01,1.251537e-01,2.353547e+01,2.682696e+05,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,5.410217e-02,1.024241e+07,6.981648e+01,8.718348e+01
2.353547e+01,3.727594e+05,8.354880e-01,4.800447e+00,5.000000e-01,4.905276e+04,1.315873e+00,-4.510915e+04,4.590891e-05,5.607346e-01,2.184755e+02,2.353547e+01,3.727594e+05,2.500000e-01,1.251537e-01,2.353547e+01,3.727594e+05,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,7.518192e-02,1.025160e+07,6.981648e+01,8.717038e+01
2.353547e+01,5.179475e+05,8.367411e-01,4.810384e+00,5.000000e-01,4.905276e+04,1.315887e+00,-6.268730e+04,4.590893e-05,7.793064e-01,2.184552e+02,2.353547e+01,5.179475e+05,2.500000e-01,1.251537e-01,2.353547e+01,5.179475e+05,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,1.044788e-01,1.026437e+07,6.981647e+01,8.715218e+01
2.353547e+01,7.196857e+05,8.384831e-01,4.824197e+00,5.000000e-01,4.905276e+04,1.315908e+00,-8.711982e+04,4.590897e-05,1.083168e+00,2.184270e+02,2.353547e+01,7.196857e+05,2.500000e-01,1.251537e-01,2.353547e+01,7.196857e+05,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,1.451997e-01,1.028212e+07,6.981645e+01,8.712691e+01
2.353547e+01,1.000000e+06,8.409053e-01,4.843403e+00,5.000000e-01,4.905276e+04,1.315936e+00,-1.210837e+05,4.590901e-05,1.505686e+00,2.183879e+02,2.353547e+01,1.000000e+06,2.500000e-01,1.251537e-01,2.353547e+01,1.000000e+06,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,2.018062e-01,1.030680e+07,6.981644e+01,8.709181e+01
2.353547e+01,1.389495e+06,8.442742e-01,4.870113e+00,5.000000e-01,4.905276e+04,1.315975e+00,-1.683054e+05,4.590907e-05,2.093361e+00,2.183336e+02,2.353547e+01,1.389495e+06,2.500000e-01,1.251537e-01,2.353547e+01,1.389495e+06,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,2.805091e-01,1.034113e+07,6.981641e+01,8.704308e+01
2.353547e+01,1.930698e+06,8.489614e-01,4.907271e+00,5.000000e-01,4.905276e+04,1.316031e+00,-2.339760e+05,4.590916e-05,2.911073e+00,2.182582e+02,2.353547e+01,1.930698e+06,2.500000e-01,1.251537e-01,2.353547e+01,1.930698e+06,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,3.899600e-01,1.038891e+07,6.981638e+01,8.697545e+01
2.353547e+01,2.682696e+06,8.554863e-01,4.958990e+00,5.000000e-01,4.905276e+04,1.316110e+00,-3.253338e+05,4.590928e-05,4.049495e+00,2.181534e+02,2.353547e+01,2.682696e+06,2.500000e-01,1.251537e-01,2.353547e+01,2.682696e+06,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,5.422229e-01,1.045542e+07,6.981633e+01,8.688163e+01
2.353547e+01,3.727594e+06,8.645759e-01,5.031024e+00,5.000000e-01,4.905276e+04,1.316222e+00,-4.524859e+05,4.590946e-05,5.635639e+00,2.180079e+02,2.353547e+01,3.727594e+06,2.500000e-01,1.251537e-01,2.353547e+01,3.727594e+06,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,7.541432e-01,1.054811e+07,6.981626e+01,8.675154e+01
2.353547e+01,5.179475e+06,8.772510e-01,5.131444e+00,5.000000e-01,4.905276e+04,1.316381e+00,-6.295730e+05,4.590971e-05,7.847998e+00,2.178061e+02,2.353547e+01,5.179475e+06,2.500000e-01,1.251537e-01,2.353547e+01,5.179475e+06,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,1.049288e+00,1.067740e+07,6.981616e+01,8.657134e+01
2.353547e+01,7.196857e+06,8.949509e-01,5.271620e+00,5.000000e-01,4.905276e+04,1.316612e+00,-8.764322e+05,4.591007e-05,1.093858e+01,2.175261e+02,2.353547e+01,7.196857e+06,2.500000e-01,1.251537e-01,2.353547e+01,7.196857e+06,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,1.460720e+00,1.085804e+07,6.981603e+01,8.632202e+01
2.353547e+01,1.000000e+07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.915101e+01,1.000000e+05,8.084484e-01,4.629892e+00,5.000000e-01,4.905276e+04,1.247858e+00,-1.210199e+04,5.686279e-05,1.504376e-01,2.184707e+02,2.915101e+01,1.000000e+05,2.500000e-01,1.251538e-01,2.915101e+01,1.000000e+05,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,2.016998e-02,9.905775e+06,6.982133e+01,8.352460e+01
2.915101e+01,1.389495e+05,8.087849e-01,4.632560e+00,5.000000e-01,4.905276e+04,1.247860e+00,-1.681630e+04,5.686280e-05,2.090455e-01,2.184648e+02,2.915101e+01,1.389495e+05,2.500000e-01,1.251538e-01,2.915101e+01,1.389495e+05,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,2.802717e-02,9.909206e+06,6.982133e+01,8.352052e+01
2.915101e+01,1.930698e+05,8.092527e-01,4.636267e+00,5.000000e-01,4.905276e+04,1.247864e+00,-2.336742e+04,5.686281e-05,2.904929e-01,2.184567e+02,2.915101e+01,1.930698e+05,2.500000e-01,1.251538e-01,2.915101e+01,1.930698e+05,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,3.894571e-02,9.913974e+06,6.982133e+01,8.351487e+01
2.915101e+01,2.682696e+05,8.099027e-01,4.641420e+00,5.000000e-01,4.905276e+04,1.247869e+00,-3.247134e+04,5.686282e-05,4.036873e-01,2.184453e+02,2.915101e+01,2.682696e+05,2.500000e-01,1.251538e-01,2.915101e+01,2.682696e+05,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,5.411890e-02,9.920600e+06,6.982132e+01,8.350701e+01
2.915101e+01,3.727594e+05,8.108062e-01,4.648582e+00,5.000000e-01,4.905276e+04,1.247876e+00,-4.512344e+04,5.686285e-05,5.610157e-01,2.184296e+02,2.915101e+01,3.727594e+05,2.500000e-01,1.251538e-01,2.915101e+01,3.727594e+05,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,7.520573e-02,9.929809e+06,6.982131e+01,8.349609e+01
2.915101e+01,5.179475e+05,8.120620e-01,4.658536e+00,5.000000e-01,4.905276e+04,1.247886e+00,-6.270781e+04,5.686288e-05,7.797105e-01,2.184078e+02,2.915101e+01,5.179475e+05,2.500000e-01,1.251538e-01,2.915101e+01,5.179475e+05,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,1.045130e-01,9.942611e+06,6.982130e+01,8.348092e+01
2.915101e+01,7.196857e+05,8.138078e-01,4.672374e+00,5.000000e-01,4.905276e+04,1.247900e+00,-8.714961e+04,5.686292e-05,1.083756e+00,2.183775e+02,2.915101e+01,7.196857e+05,2.500000e-01,1.251538e-01,2.915101e+01,7.196857e+05,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,1.452493e-01,9.960409e+06,6.982129e+01,8.345986e+01
2.915101e+01,1.000000e+06,8.162354e-01,4.691614e+00,5.000000e-01,4.905276e+04,1.247919e+00,-1.211276e+05,5.686298e-05,1.506553e+00,2.183353e+02,2.915101e+01,1.000000e+06,2.500000e-01,1.251538e-01,2.915101e+01,1.000000e+06,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,2.018793e-01,9.985159e+06,6.982127e+01,8.343061e+01
2.915101e+01,1.389495e+06,8.196118e-01,4.718374e+00,5.000000e-01,4.905276e+04,1.247946e+00,-1.683712e+05,5.686306e-05,2.094664e+00,2.182768e+02,2.915101e+01,1.389495e+06,2.500000e-01,1.251538e-01,2.915101e+01,1.389495e+06,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,2.806186e-01,1.001959e+07,6.982125e+01,8.338999e+01
2.915101e+01,1.930698e+06,8.243099e-01,4.755604e+00,5.000000e-01,4.905276e+04,1.247983e+00,-2.340766e+05,5.686318e-05,2.913076e+00,2.181955e+02,2.915101e+01,1.930698e+06,2.500000e-01,1.251538e-01,2.915101e+01,1.930698e+06,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,3.901276e-01,1.006750e+07,6.982121e+01,8.333361e+01
2.915101e+01,2.682696e+06,8.308504e-01,4.807426e+00,5.000000e-01,4.905276e+04,1.248037e+00,-3.254915e+05,5.686335e-05,4.052652e+00,2.180826e+02,2.915101e+01,2.682696e+06,2.500000e-01,1.251538e-01,2.915101e+01,2.682696e+06,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,5.424859e-01,1.013420e+07,6.982116e+01,8.325539e+01
2.915101e+01,3.727594e+06,8.399628e-01,4.879613e+00,5.000000e-01,4.905276e+04,1.248113e+00,-4.527402e+05,5.686358e-05,5.640756e+00,2.179258e+02,2.915101e+01,3.727594e+06,2.500000e-01,1.251538e-01,2.915101e+01,3.727594e+06,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,7.545669e-01,1.022717e+07,6.982109e+01,8.314691e+01
2.915101e+01,5.179475e+06,8.526719e-01,4.980263e+00,5.000000e-01,4.905276e+04,1.248221e+00,-6.299946e+05,5.686392e-05,7.856548e+00,2.177083e+02,2.915101e+01,5.179475e+06,2.500000e-01,1.251538e-01,2.915101e+01,5.179475e+06,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,1.049991e+00,1.035687e+07,6.982099e+01,8.299661e+01
2.915101e+01,7.196857e+06,8.704232e-01,5.120793e+00,5.000000e-01,4.905276e+04,1.248379e+00,-8.771520e+05,5.686441e-05,1.095331e+01,2.174066e+02,2.915101e+01,7.196857e+06,2.500000e-01,1.251538e-01,2.915101e+01,7.196857e+06,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,1.461920e+00,1.053811e+07,6.982085e+01,8.278859e+01
2.915101e+01,1.000000e+07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.610641e+01,1.000000e+05,7.896524e-01,4.514240e+00,5.000000e-01,4.905276e+04,1.195605e+00,-1.210435e+04,7.043029e-05,1.504838e-01,2.184428e+02,3.610641e+01,1.000000e+05,2.500000e-01,1.251538e-01,3.610641e+01,1.000000e+05,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,2.017391e-02,9.660725e+06,6.982506e+01,8.068024e+01
3.610641e+01,1.389495e+05,7.899895e-01,4.516912e+00,5.000000e-01,4.905276e+04,1.195607e+00,-1.681962e+04,7.043030e-05,2.091104e-01,2.184366e+02,3.610641e+01,1.389495e+05,2.500000e-01,1.251538e-01,3.610641e+01,1.389495e+05,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,2.803270e-02,9.664163e+06,6.982506e+01,8.067688e+01
3.610641e+01,1.930698e+05,7.904581e-01,4.520625e+00,5.000000e-01,4.905276e+04,1.195609e+00,-2.337211e+04,7.043031e-05,2.905847e-01,2.184279e+02,3.610641e+01,1.930698e+05,2.500000e-01,1.251538e-01,3.610641e+01,1.930698e+05,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,3.895352e-02,9.668942e+06,6.982505e+01,8.067220e+01
3.610641e+01,2.682696e+05,7.911093e-01,4.525786e+00,5.000000e-01,4.905276e+04,1.195612e+00,-3.247801e+04,7.043033e-05,4.038178e-01,2.184160e+02,3.610641e+01,2.682696e+05,2.500000e-01,1.251538e-01,3.610641e+01,2.682696e+05,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,5.413001e-02,9.675583e+06,6.982505e+01,8.066570e+01
3.610641e+01,3.727594e+05,7.920145e-01,4.532958e+00,5.000000e-01,4.905276e+04,1.195617e+00,-4.513298e+04,7.043036e-05,5.612029e-01,2.183993e+02,3.610641e+01,3.727594e+05,2.500000e-01,1.251538e-01,3.610641e+01,3.727594e+05,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,7.522164e-02,9.684814e+06,6.982504e+01,8.065668e+01
3.610641e+01,5.179475e+05,7.932726e-01,4.542927e+00,5.000000e-01,4.905276e+04,1.195624e+00,-6.272162e+04,7.043040e-05,7.799819e-01,2.183761e+02,3.610641e+01,5.179475e+05,2.500000e-01,1.251538e-01,3.610641e+01,5.179475e+05,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,1.045360e-01,9.697645e+06,6.982503e+01,8.064414e+01
3.610641e+01,7.196857e+05,7.950217e-01,4.556786e+00,5.000000e-01,4.905276e+04,1.195633e+00,-8.716986e+04,7.043046e-05,1.084154e+00,2.183440e+02,3.610641e+01,7.196857e+05,2.500000e-01,1.251538e-01,3.610641e+01,7.196857e+05,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,1.452831e-01,9.715485e+06,6.982502e+01,8.062672e+01
3.610641e+01,1.000000e+06,7.974539e-01,4.576056e+00,5.000000e-01,4.905276e+04,1.195646e+00,-1.211578e+05,7.043054e-05,1.507149e+00,2.182993e+02,3.610641e+01,1.000000e+06,2.500000e-01,1.251538e-01,3.610641e+01,1.000000e+06,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,2.019296e-01,9.740293e+06,6.982500e+01,8.060253e+01
3.610641e+01,1.389495e+06,8.008369e-01,4.602858e+00,5.000000e-01,4.905276e+04,1.195664e+00,-1.684171e+05,7.043065e-05,2.095575e+00,2.182373e+02,3.610641e+01,1.389495e+06,2.500000e-01,1.251538e-01,3.610641e+01,1.389495e+06,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,2.806952e-01,9.774802e+06,6.982497e+01,8.056895e+01
3.610641e+01,1.930698e+06,8.055443e-01,4.640148e+00,5.000000e-01,4.905276e+04,1.195689e+00,-2.341481e+05,7.043081e-05,2.914500e+00,2.181511e+02,3.610641e+01,1.930698e+06,2.500000e-01,1.251538e-01,3.610641e+01,1.930698e+06,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,3.902469e-01,9.822827e+06,6.982493e+01,8.052232e+01
3.610641e+01,2.682696e+06,8.120983e-01,4.692059e+00,5.000000e-01,4.905276e+04,1.195725e+00,-3.256059e+05,7.043103e-05,4.054941e+00,2.180314e+02,3.610641e+01,2.682696e+06,2.500000e-01,1.251538e-01,3.610641e+01,2.682696e+06,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,5.426765e-01,9.889703e+06,6.982488e+01,8.045762e+01
3.610641e+01,3.727594e+06,8.212303e-01,4.764375e+00,5.000000e-01,4.905276e+04,1.195776e+00,-4.529283e+05,7.043134e-05,5.644547e+00,2.178653e+02,3.610641e+01,3.727594e+06,2.500000e-01,1.251538e-01,3.610641e+01,3.727594e+06,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,7.548805e-01,9.982907e+06,6.982481e+01,8.036789e+01
3.610641e+01,5.179475e+06,8.339684e-01,4.865221e+00,5.000000e-01,4.905276e+04,1.195849e+00,-6.303130e+05,7.043179e-05,7.863016e+00,2.176347e+02,3.610641e+01,5.179475e+06,2.500000e-01,1.251538e-01,3.610641e+01,5.179475e+06,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,1.050522e+00,1.011296e+07,6.982470e+01,8.024352e+01
3.610641e+01,7.196857e+06,8.517639e-01,5.006052e+00,5.000000e-01,4.905276e+04,1.195956e+00,-8.777064e+05,7.043244e-05,1.096469e+01,2.173150e+02,3.610641e+01,7.196857e+06,2.500000e-01,1.251538e-01,3.610641e+01,7.196857e+06,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,1.462844e+00,1.029473e+07,6.982456e+01,8.007134e+01
3.610641e+01,1.000000e+07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.472136e+01,1.000000e+05,7.751684e-01,4.425121e+00,5.000000e-01,4.905276e+04,1.155064e+00,-1.210587e+04,8.723497e-05,1.505134e-01,2.184250e+02,4.472136e+01,1.000000e+05,2.500000e-01,1.251538e-01,4.472136e+01,1.000000e+05,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,2.017646e-02,9.471892e+06,6.982796e+01,7.846144e+01
4.472136e+01,1.389495e+05,7.755061e-01,4.427796e+00,5.000000e-01,4.905276e+04,1.155065e+00,-1.682178e+04,8.723498e-05,2.091523e-01,2.184185e+02,4.472136e+01,1.389495e+05,2.500000e-01,1.251538e-01,4.472136e+01,1.389495e+05,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,2.803629e-02,9.475337e+06,6.982795e+01,7.845867e+01
4.472136e+01,1.930698e+05,7.759754e-01,4.431514e+00,5.000000e-01,4.905276e+04,1.155067e+00,-2.337517e+04,8.723500e-05,2.906442e-01,2.184095e+02,4.472136e+01,1.930698e+05,2.500000e-01,1.251538e-01,4.472136e+01,1.930698e+05,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,3.895862e-02,9.480125e+06,6.982795e+01,7.845483e+01
4.472136e+01,2.682696e+05,7.766276e-01,4.436680e+00,5.000000e-01,4.905276e+04,1.155069e+00,-3.248237e+04,8.723503e-05,4.039029e-01,2.183969e+02,4.472136e+01,2.682696e+05,2.500000e-01,1.251538e-01,4.472136e+01,2.682696e+05,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,5.413729e-02,9.486779e+06,6.982794e+01,7.844949e+01
4.472136e+01,3.727594e+05,7.775341e-01,4.443861e+00,5.000000e-01,4.905276e+04,1.155072e+00,-4.513928e+04,8.723507e-05,5.613259e-01,2.183795e+02,4.472136e+01,3.727594e+05,2.500000e-01,1.251538e-01,4.472136e+01,3.727594e+05,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,7.523214e-02,9.496028e+06,6.982794e+01,7.844207e+01
4.472136e+01,5.179475e+05,7.787943e-01,4.453843e+00,5.000000e-01,4.905276e+04,1.155077e+00,-6.273083e+04,8.723512e-05,7.801620e-01,2.183553e+02,4.472136e+01,5.179475e+05,2.500000e-01,1.251538e-01,4.472136e+01,5.179475e+05,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,1.045514e-01,9.508884e+06,6.982793e+01,7.843176e+01
4.472136e+01,7.196857e+05,7.805462e-01,4.467720e+00,5.000000e-01,4.905276e+04,1.155083e+00,-8.718352e+04,8.723519e-05,1.084423e+00,2.183216e+02,4.472136e+01,7.196857e+05,2.500000e-01,1.251538e-01,4.472136e+01,7.196857e+05,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,1.453059e-01,9.526759e+06,6.982791e+01,7.841745e+01
4.472136e+01,1.000000e+06,7.829822e-01,4.487015e+00,5.000000e-01,4.905276e+04,1.155091e+00,-1.211785e+05,8.723529e-05,1.507557e+00,2.182749e+02,4.472136e+01,1.000000e+06,2.500000e-01,1.251538e-01,4.472136e+01,1.000000e+06,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,2.019641e-01,9.551616e+06,6.982789e+01,7.839756e+01
4.472136e+01,1.389495e+06,7.863708e-01,4.513852e+00,5.000000e-01,4.905276e+04,1.155104e+00,-1.684491e+05,8.723544e-05,2.096208e+00,2.182099e+02,4.472136e+01,1.389495e+06,2.500000e-01,1.251538e-01,4.472136e+01,1.389495e+06,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,2.807485e-01,9.586196e+06,6.982786e+01,7.836995e+01
4.472136e+01,1.930698e+06,7.910861e-01,4.551193e+00,5.000000e-01,4.905276e+04,1.155121e+00,-2.341990e+05,8.723564e-05,2.915511e+00,2.181197e+02,4.472136e+01,1.930698e+06,2.500000e-01,1.251538e-01,4.472136e+01,1.930698e+06,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,3.903316e-01,9.634320e+06,6.982783e+01,7.833161e+01
4.472136e+01,2.682696e+06,7.976514e-01,4.603178e+00,5.000000e-01,4.905276e+04,1.155145e+00,-3.256889e+05,8.723593e-05,4.056602e+00,2.179945e+02,4.472136e+01,2.682696e+06,2.500000e-01,1.251538e-01,4.472136e+01,2.682696e+06,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,5.428149e-01,9.701337e+06,6.982777e+01,7.827841e+01
4.472136e+01,3.727594e+06,8.068000e-01,4.675604e+00,5.000000e-01,4.905276e+04,1.155179e+00,-4.530677e+05,8.723634e-05,5.647358e+00,2.178206e+02,4.472136e+01,3.727594e+06,2.500000e-01,1.251538e-01,4.472136e+01,3.727594e+06,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,7.551129e-01,9.794747e+06,6.982770e+01,7.820461e+01
4.472136e+01,5.179475e+06,8.195628e-01,4.776614e+00,5.000000e-01,4.905276e+04,1.155228e+00,-6.305539e+05,8.723693e-05,7.867915e+00,2.175793e+02,4.472136e+01,5.179475e+06,2.500000e-01,1.251538e-01,4.472136e+01,5.179475e+06,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,1.050923e+00,9.925100e+06,6.982759e+01,7.810231e+01
4.472136e+01,7.196857e+06,8.373957e-01,4.917699e+00,5.000000e-01,4.905276e+04,1.155299e+00,-8.781336e+05,8.723778e-05,1.097347e+01,2.172445e+02,4.472136e+01,7.196857e+06,2.500000e-01,1.251538e-01,4.472136e+01,7.196857e+06,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,1.463556e+00,1.010732e+07,6.982744e+01,7.796062e+01
4.472136e+01,1.000000e+07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.539183e+01,1.000000e+05,7.639013e-01,4.355794e+00,5.000000e-01,4.905276e+04,1.123369e+00,-1.210684e+04,1.080492e-04,1.505321e-01,2.184139e+02,5.539183e+01,1.000000e+05,2.500000e-01,1.251539e-01,5.539183e+01,1.000000e+05,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,2.017807e-02,9.324998e+06,6.983022e+01,7.671812e+01
5.539183e+01,1.389495e+05,7.642394e-01,4.358472e+00,5.000000e-01,4.905276e+04,1.123370e+00,-1.682315e+04,1.080492e-04,2.091788e-01,2.184072e+02,5.539183e+01,1.389495e+05,2.500000e-01,1.251539e-01,5.539183e+01,1.389495e+05,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,2.803859e-02,9.328449e+06,6.983022e+01,7.671586e+01
5.539183e+01,1.930698e+05,7.647093e-01,4.362194e+00,5.000000e-01,4.905276e+04,1.123371e+00,-2.337713e+04,1.080493e-04,2.906820e-01,2.183978e+02,5.539183e+01,1.930698e+05,2.500000e-01,1.251539e-01,5.539183e+01,1.930698e+05,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,3.896189e-02,9.333245e+06,6.983022e+01,7.671271e+01
5.539183e+01,2.682696e+05,7.653624e-01,4.367366e+00,5.000000e-01,4.905276e+04,1.123372e+00,-3.248520e+04,1.080493e-04,4.039576e-01,2.183848e+02,5.539183e+01,2.682696e+05,2.500000e-01,1.251539e-01,5.539183e+01,2.682696e+05,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,5.414200e-02,9.339910e+06,6.983021e+01,7.670834e+01
5.539183e+01,3.727594e+05,7.662701e-01,4.374554e+00,5.000000e-01,4.905276e+04,1.123374e+00,-4.514340e+04,1.080493e-04,5.614057e-01,2.183668e+02,5.539183e+01,3.727594e+05,2.500000e-01,1.251539e-01,5.539183e+01,3.727594e+05,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,7.523900e-02,9.349174e+06,6.983020e+01,7.670227e+01
5.539183e+01,5.179475e+05,7.675319e-01,4.384546e+00,5.000000e-01,4.905276e+04,1.123377e+00,-6.273692e+04,1.080494e-04,7.802805e-01,2.183416e+02,5.539183e+01,5.179475e+05,2.500000e-01,1.251539e-01,5.539183e+01,5.179475e+05,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,1.045615e-01,9.362051e+06,6.983019e+01,7.669383e+01
5.539183e+01,7.196857e+05,7.692861e-01,4.398438e+00,5.000000e-01,4.905276e+04,1.123381e+00,-8.719270e+04,1.080495e-04,1.084602e+00,2.183068e+02,5.539183e+01,7.196857e+05,2.500000e-01,1.251539e-01,5.539183e+01,7.196857e+05,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,1.453212e-01,9.379956e+06,6.983018e+01,7.668211e+01
5.539183e+01,1.000000e+06,7.717254e-01,4.417754e+00,5.000000e-01,4.905276e+04,1.123387e+00,-1.211926e+05,1.080496e-04,1.507834e+00,2.182583e+02,5.539183e+01,1.000000e+06,2.500000e-01,1.251539e-01,5.539183e+01,1.000000e+06,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,2.019877e-01,9.404855e+06,6.983016e+01,7.666584e+01
5.539183e+01,1.389495e+06,7.751186e-01,4.444620e+00,5.000000e-01,4.905276e+04,1.123395e+00,-1.684714e+05,1.080498e-04,2.096649e+00,2.181910e+02,5.539183e+01,1.389495e+06,2.500000e-01,1.251539e-01,5.539183e+01,1.389495e+06,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,2.807857e-01,9.439492e+06,6.983013e+01,7.664323e+01
5.539183e+01,1.930698e+06,7.798405e-01,4.482004e+00,5.000000e-01,4.905276e+04,1.123406e+00,-2.342352e+05,1.080501e-04,2.916231e+00,2.180975e+02,5.539183e+01,1.930698e+06,2.500000e-01,1.251539e-01,5.539183e+01,1.930698e+06,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,3.903920e-01,9.487700e+06,6.983009e+01,7.661185e+01
