Sherwood number,Power number,Membrane area list,cp (TDS) list,Pressure drop list,K (TDS) list,f list,Re list,Sh (TDS) list,Pn list,Telescoping potential list,Inlet velocity list,Outlet velocity list,Number of pressure vessels list
29.151007546634403,138949.5494373139,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.3919199834051703, 1.238235900496828, 1.1322652958979817]","[-6002.5058135005975, -7923.16292581966, -5830.8822256051135]","[4.7496913963751056e-05, 4.7179796271705314e-05, 4.697136721218881e-05]","[0.09744554846074008, 0.19827455233986802, 0.06985948578732959]","[280.7782402549126, 209.33775575591127, 259.14490047480376]","[29.151007546634403, 29.151007546634403, 29.151007546634403]","[138949.54943731392, 138949.54943731386, 138949.5494373139]","[0.01000417635583433, 0.013205271543032766, 0.00971813704267519]","[0.2500000014139874, 0.1816892958591583, 0.1980234377200337]","[0.12112619723943885, 0.09901171886001685, 0.15004159342869228]","[180.0, 120.0, 60.0]"
29.151007546634403,193069.77288832495,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.3923919544439811, 1.2379121900272563, 1.1317359006338457]","[-8347.985194787432, -11021.649618774682, -8104.222510720277]","[4.7496571582590436e-05, 4.717919846790157e-05, 4.697121210106082e-05]","[0.13579157108240617, 0.2763520945941676, 0.09713438494519483]","[280.66018105892994, 209.1065665234065, 259.004915339389]","[29.151007546634403, 29.151007546634403, 29.151007546634403]","[193069.77288832498, 193069.77288832498, 193069.77288832498]","[0.013913308657979054, 0.018369416031291136, 0.013507037517867127]","[0.2500000014139874, 0.18149535783971868, 0.19784306707002028]","[0.12099690522647912, 0.09892153353501014, 0.1500415930720676]","[180.0, 120.0, 60.0]"
29.151007546634403,268269.57952797273,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.393049612087935, 1.2374611535589781, 1.1309997378262908]","[-11614.095376089943, -15338.674091383724, -11265.112213931545]","[4.7496093857606644e-05, 4.717836510284828e-05, 4.697099623175374e-05]","[0.18944292240600058, 0.3856427526759185, 0.13509364626345394]","[280.4957390507928, 208.7847213813796, 258.8101653504394]","[29.151007546634403, 29.151007546634403, 29.151007546634403]","[268269.5795279726, 268269.5795279727, 268269.57952797285]","[0.019356825626816572, 0.02556445681897287, 0.018775187023219238]","[0.2500000014139874, 0.18122527163996927, 0.19759211121276843]","[0.12081684775997949, 0.09879605560638421, 0.15004159257429384]","[180.0, 120.0, 60.0]"
29.151007546634403,372759.3720314938,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.3939670346583344, 1.23683202349204, 1.1299757369124457]","[-16166.12189707888, -21359.908982644112, -15661.214655152547]","[4.749542618761463e-05, 4.717720185988902e-05, 4.6970695617780994e-05]","[0.26471439181560247, 0.5390689061717325, 0.18795626764557832]","[280.2664710348714, 208.33633671859315, 258.5390934702157]","[29.151007546634403, 29.151007546634403, 29.151007546634403]","[372759.3720314937, 372759.3720314939, 372759.37203149387]","[0.026943536495131464, 0.03559984830440686, 0.026102024425254246]","[0.2500000014139874, 0.18084880193853356, 0.19724276620804504]","[0.12056586795902234, 0.09862138310402252, 0.15004159187826624]","[180.0, 120.0, 60.0]"
29.151007546634403,517947.46792312124,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.3952488324115726, 1.2359531332977323, 1.1285507445731326]","[-22518.06931678745, -29770.789650795312, -21777.468154758244]","[4.7494490889029454e-05, 4.717557523663023e-05, 4.69702766272916e-05]","[0.3707255238752887, 0.7553299178225734, 0.2616393938071623]","[279.9463893610441, 207.71100669028021, 258.1615325415929]","[29.151007546634403, 29.151007546634403, 29.151007546634403]","[517947.4679231212, 517947.46792312124, 517947.4679231213]","[0.03753011552797909, 0.04961798275132552, 0.03629578025793041]","[0.2500000014139874, 0.1803233870771078, 0.1967561043814529]","[0.12021559138473853, 0.09837805219072646, 0.15004159090259253]","[180.0, 120.0, 60.0]"
29.151007546634403,719685.6730011514,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[1.3970436822470074, 1.2347226747628517, 1.1265665446933335]","[-31396.93756012271, -41544.71249677866, -30291.340311232387]","[4.749317640930421e-05, 4.717329489667917e-05, 4.696969193857972e-05]","[0.5208431494143603, 1.0619005231893974, 0.36447315791310864]","[279.498670515512, 206.83761839199187, 257.6351476002376]","[29.151007546634403, 29.151007546634403, 29.151007546634403]","[719685.6730011513, 719685.6730011513, 719685.6730011514]","[0.05232822926687119, 0.0692411874946311, 0.050485567185387305]","[0.2500000014139874, 0.17958880240547465, 0.19607746027289935]","[0.11972586827031642, 0.09803873013644968, 0.1500415895301143]","[180.0, 120.0, 60.0]"
29.151007546634403,1000000.0,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.3995648054477923, 1.232994730237422, 1.12380135095364]","[-43838.58461892452, -58076.20410236703, -42151.35934763236]","[4.7491320476545464e-05, 4.71700867419453e-05, 4.696887464293254e-05]","[0.7350645736954404, 1.4999952526844489, 0.5082478143546127]","[278.8707231715391, 205.615230242879, 256.90029394940194]","[29.151007546634403, 29.151007546634403, 29.151007546634403]","[1000000.0000000002, 1000000.0, 1000000.0]","[0.07306430769820753, 0.09679367350394505, 0.07025226557938725]","[0.2500000014139874, 0.17855920437812225, 0.1951297447393146]","[0.11903946958541484, 0.0975648723696573, 0.1500415875898759]","[180.0, 120.0, 60.0]"
29.151007546634403,1389495.494373136,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.403121909631061, 1.2305575111790523, 1.1199431461539986]","[-61334.77726556692, -81388.20893851703, -58689.78848299108]","[4.7488682734055316e-05, 4.716555051943791e-05, 4.6967729500170225e-05]","[1.044162892174891, 2.133200813784801, 0.7097801974995896]","[277.9865878311533, 203.89931423080475, 255.87247514050043]","[29.151007546634403, 29.151007546634403, 29.151007546634403]","[1389495.4943731362, 1389495.4943731357, 1389495.4943731357]","[0.10222462877594486, 0.1356470148975284, 0.09781631413831848]","[0.2500000014139874, 0.17711095553408016, 0.1938036031867339]","[0.11807397035605344, 0.09690180159336695, 0.15004158482767402]","[180.0, 120.0, 60.0]"
29.151007546634403,1930697.7288832497,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.40817307167289, 1.2270980452394937, 1.1145507311185823]","[-86067.86771264582, -114468.24105770026, -81786.51862686248]","[4.7484898025635836e-05, 4.71590903545968e-05, 4.6966119691272305e-05]","[1.4973747225320357, 3.063406506407372, 0.9933270366836947]","[276.73477184900264, 201.4803658161652, 254.43106107674345]","[29.151007546634403, 29.151007546634403, 29.151007546634403]","[1930697.7288832497, 1930697.7288832502, 1930697.72888325]","[0.14344644618774305, 0.19078040176283376, 0.13631086437810414]","[0.2500000014139874, 0.17506332315658923, 0.19194261955994738]","[0.11670888210439281, 0.09597130977997369, 0.15004158085553634]","[180.0, 120.0, 60.0]"
29.151007546634403,2682695.7952797273,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.4154136181179635, 1.222141696641793, 1.1069957592374382]","[-121306.8199009515, -161844.23163791528, -114112.29348070823]","[4.747939141951766e-05, 4.714979506984623e-05, 4.696384623550961e-05]","[2.177847518445089, 4.462410332088748, 1.3944586087651616]","[274.9477633210856, 198.0492698543715, 252.40198588452432]","[29.151007546634403, 29.151007546634403, 29.151007546634403]","[2682695.7952797273, 2682695.795279727, 2682695.7952797273]","[0.2021780331682525, 0.2697403860631921, 0.1901871558011804]","[0.2500000014139874, 0.17214640196370457, 0.18932045896006744]","[0.11476426797580302, 0.09466022948003372, 0.15004157505961602]","[180.0, 120.0, 60.0]"
29.151007546634403,3727593.720314938,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.4259392748644646, 1.214940987030952, 1.096374755202757]","[-172130.529242184, -230645.7690218252, -159500.46320874998]","[4.7471210654140676e-05, 4.713621908031746e-05, 4.6960615272706635e-05]","[3.237014051586485, 6.640496690867973, 1.9666367928434103]","[272.3651342751508, 193.13820271301347, 249.53049314115094]","[29.151007546634403, 29.151007546634403, 29.151007546634403]","[3727593.7203149386, 3727593.7203149376, 3727593.720314937]","[0.28688421540364006, 0.38440961503637533, 0.2658341053479167]","[0.2500000014139874, 0.1679444064756076, 0.18560443953322459]","[0.11196293765040505, 0.09280221976661229, 0.1500415664192534]","[180.0, 120.0, 60.0]"
29.151007546634403,5179474.6792312125,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.4415726642077706, 1.2042517622349278, 1.0813760788998479]","[-246905.91492097624, -332758.1851267866, -223539.47650523955]","[4.745866052456269e-05, 4.711595375213205e-05, 4.695598687981964e-05]","[4.982057821382541, 10.213040595238578, 2.7932395780602848]","[268.56117895397705, 186.01355786020906, 245.4380573445548]","[29.151007546634403, 29.151007546634403, 29.151007546634403]","[5179474.679231213, 5179474.679231213, 5179474.6792312125]","[0.41150985820162705, 0.554596975211311, 0.3725657941753992]","[0.2500000014139874, 0.16178751307340322, 0.18029653594385822]","[0.10785834204893546, 0.09014826797192911, 0.15004155311920173]","[180.0, 120.0, 60.0]"
29.151007546634403,7196856.730011513,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.4655737609276003, 1.1878333683318862, 1.0601274972863381]","[-360818.9645641221, -489748.7944534761, -314558.14002750255]","[4.743840877847598e-05, 4.708476923717979e-05, 4.6949322895545575e-05]","[8.142552957750944, 16.566127611940587, 4.011165800208254]","[262.7908918336305, 175.47964354817333, 239.5700230743105]","[29.151007546634403, 29.151007546634403, 29.151007546634403]","[7196856.730011512, 7196856.730011512, 7196856.730011515]","[0.6013649409402035, 0.8162479907557935, 0.5242635667125042]","[0.2500000014139874, 0.15253307325285598, 0.1726529838430666]","[0.10168871550190399, 0.0863264919215333, 0.1500415316632153]","[180.0, 120.0, 60.0]"
29.151007546634403,10000000.0,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.503672284595865, 1.1614445461627207, 1.0311942666055418]","[-545516.4552772836, -743956.6161702648, -444783.8506617343]","[4.740358509008159e-05, 4.7036279904026025e-05, 4.694039556535107e-05]","[14.848489383242653, 29.207703014232468, 5.840950818954993]","[253.77930334268433, 159.87672386873425, 231.537300581576]","[29.151007546634403, 29.151007546634403, 29.151007546634403]","[10000000.000000002, 10000000.0, 10000000.0]","[0.909194092128806, 1.239927693617108, 0.7413064177695572]","[0.2500000014139874, 0.1383548782609445, 0.16200663767923712]","[0.09223658550729633, 0.08100331883961856, 0.1500414960734575]","[180.0, 120.0, 60.0]"
36.106407876409946,100000.0,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.3057691632789488, 1.1888853118775908, 1.1046692836015488]","[-4316.570610226871, -5710.874916430866, -4199.612621536876]","[5.882997090321863e-05, 5.84357943817981e-05, 5.817801198375366e-05]","[0.06999204089571377, 0.1433615883716945, 0.050368061201348124]","[280.912575139757, 209.23516747615912, 258.8375662432131]","[36.106407876409946, 36.106407876409946, 36.106407876409946]","[100000.0, 100000.0, 99999.99999999999]","[0.007194284350378119, 0.009518124860718109, 0.006999354369228127]","[0.2500000014139874, 0.18178266302318108, 0.1976745224612768]","[0.12118844201545403, 0.0988372612306384, 0.15004161664332888]","[180.0, 120.0, 60.0]"
36.106407876409946,138949.5494373139,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.3060394039738585, 1.1886948757384554, 1.1043519597281468]","[-6001.951755568839, -7942.072722206463, -5836.568766280394]","[5.882965027273704e-05, 5.843522987703931e-05, 5.817786598228684e-05]","[0.09746649058051506, 0.1996686428973941, 0.07002186314747501]","[280.8233366420628, 209.05943465279867, 258.7311615122701]","[36.106407876409946, 36.106407876409946, 36.106407876409946]","[138949.5494373139, 138949.54943731386, 138949.54943731386]","[0.010003252925948065, 0.013236787870344104, 0.009727614610467325]","[0.2500000014139874, 0.18163552174543793, 0.19753730150534557]","[0.12109034783029193, 0.09876865075267278, 0.15004161637704386]","[180.0, 120.0, 60.0]"
36.106407876409946,193069.77288832495,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.3064156907986963, 1.1884296734532356, 1.103910754362853]","[-8347.62229309751, -11048.719103111855, -8112.25731586527]","[5.882920333069963e-05, 5.843444355050572e-05, 5.817766287852495e-05]","[0.13584248025282644, 0.2783474201148791, 0.09736412152368959]","[280.69910658727036, 208.81489959876635, 258.5831779852356]","[36.106407876409946, 36.106407876409946, 36.106407876409946]","[193069.77288832492, 193069.77288832498, 193069.77288832495]","[0.013912703821829183, 0.018414531838519755, 0.013520428859775451]","[0.2500000014139874, 0.1814307108827408, 0.19734644640622148]","[0.12095380725516051, 0.09867322320311074, 0.150041616005804]","[180.0, 120.0, 60.0]"
36.106407876409946,268269.57952797273,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[1.306940070790299, 1.188060026041841, 1.103297149071984]","[-11614.385475315283, -15377.833843683833, -11276.535051485103]","[5.882857953143537e-05, 5.843334716964001e-05, 5.817738021128595e-05]","[0.18955644108175926, 0.3885290984412616, 0.13542085627878891]","[280.52603599077526, 208.47443056884808, 258.37729486699845]","[36.106407876409946, 36.106407876409946, 36.106407876409946]","[268269.57952797273, 268269.57952797273, 268269.57952797273]","[0.01935730912552547, 0.025629723072806386, 0.018794225085808504]","[0.2500000014139874, 0.18114543090145827, 0.1970808915838966]","[0.12076362060097218, 0.0985404457919483, 0.15004161548756215]","[180.0, 120.0, 60.0]"
36.106407876409946,372759.3720314938,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.3076716739045735, 1.1875441638086426, 1.1024434763103832]","[-16168.082176105954, -21417.34324349236, -15677.58841885716]","[5.882770735424622e-05, 5.84318163958079e-05, 5.8176986564305164e-05]","[0.26495656176562876, 0.5433031008447287, 0.18842648800173123]","[280.2846726981567, 208.0000123692958, 258.0907159390115]","[36.106407876409946, 36.106407876409946, 36.106407876409946]","[372759.37203149375, 372759.3720314938, 372759.3720314938]","[0.02694680362684326, 0.03569557207248726, 0.0261293140314286]","[0.2500000014139874, 0.18074768165627172, 0.196711201488902]","[0.12049845443751446, 0.098355600744451, 0.15004161476277936]","[180.0, 120.0, 60.0]"
36.106407876409946,517947.46792312124,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.3086940489781203, 1.1868230028499311, 1.1012552223333483]","[-22523.86415639516, -29856.52579161571, -21801.195448353323]","[5.8826484877595197e-05, 5.842967504515851e-05, 5.817643788320149e-05]","[0.37123011951208695, 0.7616555664608855, 0.2623231729506307]","[279.94757688010606, 207.33820436843973, 257.6915350010868]","[36.106407876409946, 36.106407876409946, 36.106407876409946]","[517947.4679231213, 517947.46792312124, 517947.4679231212]","[0.03753977359399194, 0.04976087631935952, 0.03633532574725554]","[0.2500000014139874, 0.1801923700312799, 0.19619615383881422]","[0.12012824668751994, 0.09809807691940711, 0.1500416137465288]","[180.0, 120.0, 60.0]"
36.106407876409946,719685.6730011514,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[1.3101260364230658, 1.185812373143907, 1.0996001024166109]","[-31411.09749786683, -41675.56128121916, -30326.21330572352]","[5.882476541099154e-05, 5.84266715608968e-05, 5.817567217176512e-05]","[0.521883028813455, 1.0715729242276824, 0.3654829645858192]","[279.47580648412514, 206.4135317848557, 257.13496708721453]","[36.106407876409946, 36.106407876409946, 36.106407876409946]","[719685.6730011515, 719685.6730011511, 719685.6730011513]","[0.05235182916311139, 0.06945926880203193, 0.05054368884287253]","[0.2500000014139874, 0.17941559555109934, 0.19547784096786322]","[0.11961039703406622, 0.09773892048393161, 0.15004161231643132]","[180.0, 120.0, 60.0]"
36.106407876409946,1000000.0,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[1.3121382673235849, 1.184391163757084, 1.09729242502636]","[-43870.55374493622, -58281.38503845142, -42203.544758675635]","[5.88223348910884e-05, 5.842244294590524e-05, 5.817460175588731e-05]","[0.7372037923842452, 1.5152213668207521, 0.5097689006515247]","[278.8136214488614, 205.1187006242034, 256.35789744295334]","[36.106407876409946, 36.106407876409946, 36.106407876409946]","[1000000.0, 1000000.0, 1000000.0]","[0.0731175895748937, 0.09713564173075237, 0.07033924126445938]","[0.2500000014139874, 0.17832608633328, 0.19447456276854874]","[0.11888405755551999, 0.09723728138427437, 0.15004161029363658]","[180.0, 120.0, 60.0]"
36.106407876409946,1389495.494373136,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.3149790040616325, 1.1823826295264923, 1.0940704545253885]","[-61404.36437883843, -81720.51212412506, -58769.64673548347]","[5.881887483808904e-05, 5.84164576394047e-05, 5.8173101809485864e-05]","[1.0485928907448594, 2.158039913684144, 0.7121289720635466]","[277.88026120139637, 203.29976108944413, 255.27087920056397]","[36.106407876409946, 36.106407876409946, 36.106407876409946]","[1389495.4943731362, 1389495.4943731357, 1389495.4943731362]","[0.10234060729806405, 0.13620085354020844, 0.09794941122580578]","[0.2500000014139874, 0.17679200041093784, 0.19307034860469394]","[0.11786133360729191, 0.09653517430234697, 0.15004160741160952]","[180.0, 120.0, 60.0]"
36.106407876409946,1930697.7288832497,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.3190163446418597, 1.1795235891399232, 1.0895631255270322]","[-86217.33328829957, -115027.12255506653, -81912.06798961328]","[5.8813898385432535e-05, 5.840792121235107e-05, 5.817099297781766e-05]","[1.5066956979415194, 3.1057156679125852, 0.9970657026421068]","[276.55665192589834, 200.7328779982524, 253.74615363963116]","[36.106407876409946, 36.106407876409946, 36.106407876409946]","[1930697.7288832502, 1930697.72888325, 1930697.7288832495]","[0.14369555548049928, 0.19171187092511088, 0.13652011331602215]","[0.2500000014139874, 0.17461980464028287, 0.19109917671830717]","[0.1164132030935219, 0.09554958835915359, 0.1500416032622499]","[180.0, 120.0, 60.0]"
36.106407876409946,2682695.7952797273,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[1.3248110544002674, 1.1754106573571965, 1.0832401411077894]","[-121629.10142028335, -162826.1138105528, -114316.01376020286]","[5.880663220530965e-05, 5.83956124407723e-05, 5.81680144434086e-05]","[2.198016518663231, 4.538337024981461, 1.4006296985514024]","[274.6627269743464, 197.08637921904813, 251.59928239431616]","[36.106407876409946, 36.106407876409946, 36.106407876409946]","[2682695.7952797282, 2682695.795279727, 2682695.7952797273]","[0.20271516903380557, 0.27137685635092135, 0.1905266896003381]","[0.2500000014139874, 0.17151874399659878, 0.18832056407321418]","[0.11434582933106587, 0.09416028203660709, 0.15004159719685536]","[180.0, 120.0, 60.0]"
36.106407876409946,3727593.720314938,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[1.33325149623888, 1.1693990948735085, 1.0743358240532095]","[-172840.25277282193, -232460.98092988916, -159843.04603443074]","[5.879577940666996e-05, 5.83775803226683e-05, 5.816378153923649e-05]","[3.2827026584091716, 6.78578352444053, 1.9772641863111482]","[271.91589773795454, 191.85531800576513, 248.56036352074966]","[36.106407876409946, 36.106407876409946, 36.106407876409946]","[3727593.7203149376, 3727593.7203149386, 3727593.7203149376]","[0.2880670879547032, 0.38743496821648193, 0.2664050767240512]","[0.2500000014139874, 0.1670370776187173, 0.1843807490288955]","[0.11135805174581152, 0.09219037451444775, 0.15004158812965773]","[180.0, 120.0, 60.0]"
36.106407876409946,5179474.6792312125,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.345826081459947, 1.1603936977812332, 1.061735697024445]","[-248537.88892328605, -336325.7874560287, -224137.66256536043]","[5.877899083380515e-05, 5.835054822202436e-05, 5.8157722554926934e-05]","[5.0935588914709875, 10.514784760784673, 2.8124285180617665]","[267.8480822104539, 184.2420946130202, 244.22994883073594]","[36.106407876409946, 36.106407876409946, 36.106407876409946]","[5179474.6792312125, 5179474.679231213, 5179474.679231212]","[0.4142298148721434, 0.5605429790933811, 0.37356277094226736]","[0.2500000014139874, 0.1604385805527584, 0.17875119288744673]","[0.10695905370183892, 0.08937559644372337, 0.15004157411335556]","[180.0, 120.0, 60.0]"
36.106407876409946,7196856.730011513,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.3652076425380493, 1.1463725558377909, 1.0438820921482561]","[-364858.348323667, -497280.1194278745, -315625.5462358861]","[5.8751554211449404e-05, 5.830876972077366e-05, 5.8149049848781924e-05]","[8.449700832247583, 17.262148131371852, 4.047075616063389]","[261.6290467614086, 172.94728962865992, 238.0426805192128]","[36.106407876409946, 36.106407876409946, 36.106407876409946]","[7196856.730011513, 7196856.730011513, 7196856.730011514]","[0.6080972472061117, 0.8288001990464575, 0.5260425770598103]","[0.2500000014139874, 0.1504556308485855, 0.1706628781300699]","[0.10030375389905698, 0.08533143906503494, 0.15004155139563588]","[180.0, 120.0, 60.0]"
36.106407876409946,10000000.0,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.3955578485801667, 1.123627367011041, 1.0204902971810346]","[-555799.9444586617, -759025.8029332957, -446122.50173826143]","[5.870432203333262e-05, 5.824541135085176e-05, 5.8138312432183394e-05]","[15.79056195414561, 30.800626266547404, 5.888760397248356]","[251.97110132704444, 156.5398620953959, 230.01278481936882]","[36.106407876409946, 36.106407876409946, 36.106407876409946]","[10000000.0, 10000000.0, 10000000.0]","[0.9263332407644361, 1.2650430048888262, 0.7435375028971024]","[0.2500000014139874, 0.13531214473307804, 0.15986667511804517]","[0.09020809648871868, 0.07993333755902259, 0.150041514969181]","[180.0, 120.0, 60.0]"
44.721359549995796,100000.0,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.2403023418679329, 1.150235213567374, 1.0830010135901302]","[-4315.208157765924, -5720.783905038175, -4202.8304663280815]","[7.286690582441846e-05, 7.237706268925395e-05, 7.205842918045537e-05]","[0.06995056470631458, 0.1441051334767089, 0.050460181682179854]","[280.98089985883695, 209.06087759032758, 258.519493488402]","[44.721359549995796, 44.721359549995796, 44.721359549995796]","[100000.00000000001, 100000.00000000003, 100000.0]","[0.00719201359627654, 0.009534639841730294, 0.007004717443880136]","[0.2500000014139874, 0.1817904241727458, 0.19730572702608773]","[0.12119361611516384, 0.09865286351304386, 0.1500416344305614]","[180.0, 120.0, 60.0]"
44.721359549995796,138949.5494373139,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[1.2405181177863254, 1.1500799514316125, 1.0827380864108895]","[-6000.228840836155, -7956.186660692437, -5841.098564211656]","[7.286649219103126e-05, 7.237632911681603e-05, 7.205824004014524e-05]","[0.09741788139903906, 0.20072708805629214, 0.07015167314634133]","[280.88804152032094, 208.8771165808435, 258.40820611567653]","[44.721359549995796, 44.721359549995796, 44.721359549995796]","[138949.5494373139, 138949.5494373139, 138949.54943731386]","[0.010000381401393591, 0.013260311101154061, 0.009735164273686094]","[0.2500000014139874, 0.18163682579602525, 0.197162105409514]","[0.12109121719735015, 0.098581052704757, 0.1500416341552727]","[180.0, 120.0, 60.0]"
44.721359549995796,193069.77288832495,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.2408185848685158, 1.1498636840148948, 1.0823724843449005]","[-8345.55971022977, -11069.001632826195, -8118.664942488008]","[7.286591550711072e-05, 7.237530716845838e-05, 7.205797692242812e-05]","[0.13579257044806226, 0.2798674196085562, 0.09754800069991705]","[280.758757077913, 208.6213891730459, 258.2534293927319]","[44.721359549995796, 44.721359549995796, 44.721359549995796]","[193069.77288832498, 193069.77288832498, 193069.77288832498]","[0.013909266183716285, 0.018448336054710322, 0.013531108237480013]","[0.2500000014139874, 0.1814230030362737, 0.19696234238284957]","[0.12094866869084912, 0.09848117119142479, 0.15004163377144653]","[180.0, 120.0, 60.0]"
44.721359549995796,268269.57952797273,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.241237339845601, 1.1495621489955137, 1.0818639669602823]","[-11612.166911970447, -15407.32408528965, -11285.658404592596]","[7.28651104297921e-05, 7.237388202662603e-05, 7.20576107253985e-05]","[0.18952171799659856, 0.3907375603240538, 0.13568317345606723]","[280.57861544227353, 208.26529605343666, 258.03809015018373]","[44.721359549995796, 44.721359549995796, 44.721359549995796]","[268269.5795279728, 268269.57952797273, 268269.57952797273]","[0.019353611519950745, 0.025678873475482752, 0.018809430674320993]","[0.2500000014139874, 0.18112512361785332, 0.19668438245600417]","[0.12075008241190222, 0.09834219122800208, 0.15004163323556863]","[180.0, 120.0, 60.0]"
44.721359549995796,372759.3720314938,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[1.2418216454384203, 1.1491411565672784, 1.0811563860445386]","[-16166.27001570466, -21460.87657934848, -15690.692333288043]","[7.286398440949015e-05, 7.237189178252852e-05, 7.205710074188551e-05]","[0.26497676745741017, 0.5465613549213781, 0.18880425756318975]","[280.32733315601905, 207.7690272016966, 257.7383390268717]","[44.721359549995796, 44.721359549995796, 44.721359549995796]","[372759.3720314939, 372759.37203149387, 372759.3720314939]","[0.026943783359507766, 0.03576812763224747, 0.026151153888813405]","[0.2500000014139874, 0.1807097162756633, 0.19629740204112184]","[0.12047314418377554, 0.09814870102056092, 0.1500416324859909]","[180.0, 120.0, 60.0]"
44.721359549995796,517947.46792312124,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.2426383149224995, 1.1485522591897146, 1.0801712672817956]","[-22523.85581080598, -29922.03873011844, -21820.234100295587]","[7.286240537576382e-05, 7.236910680774816e-05, 7.205638988429327e-05]","[0.3713947850967679, 0.7665583995249869, 0.2628740432546796]","[279.97627063507696, 207.07658186745314, 257.320791472073]","[44.721359549995796, 44.721359549995796, 44.721359549995796]","[517947.4679231212, 517947.46792312106, 517947.4679231211]","[0.037539759684676634, 0.0498700645501974, 0.03636705683382598]","[0.2500000014139874, 0.18012957215313458, 0.1957582256930294]","[0.12008638143542305, 0.0978791128465147, 0.15004163143471627]","[180.0, 120.0, 60.0]"
44.721359549995796,719685.6730011514,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.2437824496003032, 1.1477262695198427, 1.0787986781416399]","[-31416.08839857967, -41776.53040480829, -30354.288583503916]","[7.286018288164664e-05, 7.236519882313576e-05, 7.205539780669764e-05]","[0.5223879447642199, 1.0791365586729906, 0.3662993907112133]","[279.4847289937197, 206.1087961877305, 256.7385791298292]","[44.721359549995796, 44.721359549995796, 44.721359549995796]","[719685.6730011515, 719685.6730011513, 719685.6730011513]","[0.05236014733096612, 0.0696275506746805, 0.05059048097250652]","[0.2500000014139874, 0.17931770750139225, 0.19500618396134184]","[0.11954513833426149, 0.09750309198067092, 0.15004162995481418]","[180.0, 120.0, 60.0]"
44.721359549995796,1000000.0,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[1.2453907309196925, 1.1465632943627257, 1.0768841147853039]","[-43887.58865567062, -58441.53942069476, -42245.73167532112]","[7.285703826552607e-05, 7.235969329355008e-05, 7.205401087091753e-05]","[0.7384737992945116, 1.5272549900582875, 0.5110041642050824]","[278.7943437416906, 204.75298478462082, 255.92563547936626]","[44.721359549995796, 44.721359549995796, 44.721359549995796]","[1000000.000000001, 999999.9999999983, 999999.9999999994]","[0.07314598109278436, 0.09740256570115792, 0.07040955279220186]","[0.2500000014139874, 0.17817827480753193, 0.1939556454063956]","[0.11878551653835459, 0.0969778227031978, 0.1500416278605201]","[180.0, 120.0, 60.0]"
44.721359549995796,1389495.494373136,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[1.2476623094262589, 1.144916858690185, 1.0742094354268041]","[-61448.80029233087, -81983.27510283739, -58834.524900072975]","[7.28525553824015e-05, 7.235189365002137e-05, 7.205206726516349e-05]","[1.0515582161309909, 2.1779144290328594, 0.7140466624012347]","[277.8203251779988, 202.8471637165677, 254.78830186812306]","[44.721359549995796, 44.721359549995796, 44.721359549995796]","[1389495.494373136, 1389495.4943731362, 1389495.4943731362]","[0.10241466715388477, 0.13663879183806232, 0.09805754150012164]","[0.2500000014139874, 0.17657247062575704, 0.19248499266971217]","[0.11771498041717135, 0.09624249633485608, 0.1500416248744362]","[180.0, 120.0, 60.0]"
