Sherwood number,Power number,Membrane area list,cp (TDS) list,Pressure drop list,K (TDS) list,f list,Re list,Sh (TDS) list,Pn list,Telescoping potential list,Inlet velocity list,Outlet velocity list,Number of pressure vessels list
105.25381684870872,268269.57952797273,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[1.0960727437348168, 1.0613853727474396, 1.0333227668330824]","[-11597.621831466495, -15469.754317836754, -11307.278221922405]","[0.00017149308585480736, 0.00017032742699858082, 0.0001695863697794525]","[0.18895954647294078, 0.3955522654574477, 0.13630824542995432]","[280.8094655840189, 207.92267299718839, 257.26080117753753]","[105.25381684870874, 105.25381684870874, 105.25381684870874]","[268269.57952797273, 268269.57952797273, 268269.57952797273]","[0.019329369719110825, 0.025782923863061257, 0.018845463703204005]","[0.2500000014139874, 0.18124529913459228, 0.19579319441735424]","[0.12083019942306153, 0.09789659720867712, 0.1500416734384468]","[180.0, 120.0, 60.0]"
105.25381684870872,372759.3720314938,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[1.0963139062679401, 1.0612030831718464, 1.0330018989048444]","[-16149.148933161285, -21554.242838016784, -15721.85361668028]","[0.0001714901732028189, 0.000170322169056164, 0.0001695850314997196]","[0.2643598607203691, 0.5537435221767777, 0.18970777535345207]","[280.5338057026639, 207.37055345333488, 256.9265977528549]","[105.25381684870874, 105.25381684870874, 105.25381684870874]","[372759.3720314937, 372759.3720314938, 372759.37203149375]","[0.026915248221935476, 0.03592373806336131, 0.026203089361133802]","[0.2500000014139874, 0.18078568475844786, 0.19536097104913883]","[0.12052378983896522, 0.09768048552456941, 0.1500416726230269]","[180.0, 120.0, 60.0]"
105.25381684870872,517947.46792312124,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.096651120577607, 1.0609476609095987, 1.0325548985766484]","[-22506.18479651866, -30064.80039605114, -21865.713399747645]","[0.00017148608364336927, 0.00017031480524859902, 0.00016958316597195293]","[0.3708665693240871, 0.7775150697038564, 0.26419790916753844]","[280.14835839652454, 206.59970502703914, 256.4610011539519]","[105.25381684870874, 105.25381684870874, 105.25381684870874]","[517947.4679231213, 517947.4679231213, 517947.4679231212]","[0.037510307994197765, 0.050108000660085236, 0.036442855666246075]","[0.2500000014139874, 0.1801432678106146, 0.19475863196382304]","[0.12009551187374304, 0.09737931598191152, 0.15004167147857422]","[180.0, 120.0, 60.0]"
105.25381684870872,719685.6730011514,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[1.097123844177091, 1.0605885542979028, 1.0319315459223108]","[-31403.777259678085, -42000.74067007969, -30421.738949045815]","[0.00017148031737883697, 0.00017030445964205126, 0.00016958056221191077]","[0.5223226137336098, 1.0963220815400947, 0.3682734429785509]","[279.6080235643635, 205.52140571530086, 255.81168117359655]","[105.25381684870874, 105.25381684870874, 105.25381684870874]","[719685.6730011514, 719685.6730011513, 719685.6730011512]","[0.05233962876613014, 0.07000123445013283, 0.05070289824840969]","[0.2500000014139874, 0.1792431990688079, 0.19391824767530771]","[0.11949546604587193, 0.09695912383765386, 0.15004166986583226]","[180.0, 120.0, 60.0]"
105.25381684870872,1000000.0,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.097788935004602, 1.060081241489433, 1.031061018489641]","[-43895.33226842081, -58804.8930562584, -42347.79893454881]","[0.00017147213802613565, 0.0001702898601447923, 0.00016957692176297623]","[0.739769918377791, 1.555132283057242, 0.5140135106526248]","[278.84780493466764, 204.0089154959245, 254.9048280326249]","[105.25381684870871, 105.25381684870871, 105.25381684870871]","[999999.9999999998, 1000000.0000000002, 1000000.0000000001]","[0.07315888711403469, 0.098008155093764, 0.07057966489091469]","[0.2500000014139874, 0.17797785909744965, 0.19274383418416402]","[0.11865190606496642, 0.09637191709208201, 0.1500416675801568]","[180.0, 120.0, 60.0]"
105.25381684870872,1389495.494373136,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[1.0987295510859758, 1.0593595932850568, 1.0298428589345126]","[-61511.036973322174, -82593.63120278774, -58992.80129523263]","[0.00017146043517726265, 0.0001702691274727365, 0.0001695718196447076]","[1.0563196531389052, 2.2249789411312326, 0.7187607976049923]","[277.7726129068952, 201.87913433773124, 253.6357321125014]","[105.25381684870874, 105.25381684870874, 105.25381684870874]","[1389495.4943731362, 1389495.4943731367, 1389495.494373136]","[0.10251839495553694, 0.13765605200464623, 0.09832133549205438]","[0.2500000014139874, 0.17619032995388026, 0.1910988768429278]","[0.11746021996925347, 0.0955494384214639, 0.1500416643141825]","[180.0, 120.0, 60.0]"
105.25381684870872,1930697.7288832497,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[1.100069926092088, 1.0583227004789806, 1.0281334465369913]","[-86519.16087828093, -116542.84605924127, -82267.2670023908]","[0.0001714434789596036, 0.0001702394190647488, 0.00016956464555939325]","[1.5266441278552192, 3.2233332477686067, 1.0077668460861926]","[276.240287068371, 198.86326757733372, 251.8546886620536]","[105.25381684870874, 105.25381684870874, 105.25381684870874]","[1930697.7288832497, 1930697.728883249, 1930697.7288832497]","[0.14419860146380153, 0.1942380767654021, 0.13711211167065135]","[0.2500000014139874, 0.17364718242860822, 0.18878747729931405]","[0.11576478828573883, 0.09439373864965703, 0.15004165959207574]","[180.0, 120.0, 60.0]"
105.25381684870872,2682695.7952797273,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[1.1020014073652655, 1.056810557064237, 1.0257253613404607]","[-122388.72367987363, -165579.52478714386, -114900.0930561216]","[0.0001714184475760885, 0.00017019629468524776, 0.00016955451452369558]","[2.2473184843196368, 4.75679414242681, 1.4185613827550472]","[274.0315157579319, 194.55764718123976, 249.34557731095583]","[105.25381684870871, 105.25381684870871, 105.25381684870871]","[2682695.7952797273, 2682695.7952797273, 2682695.795279727]","[0.20398120613312273, 0.2759658746452398, 0.19150015509353602]","[0.2500000014139874, 0.16999102097449417, 0.18552525669303058]","[0.11332734731632944, 0.09276262834651529, 0.15004165264572034]","[180.0, 120.0, 60.0]"
105.25381684870872,3727593.720314938,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.1048318257267942, 1.0545551799818138, 1.0223160300680323]","[-174695.86542895678, -237732.26308024843, -160837.9182569901]","[0.00017138042870395325, 0.00017013251852920338, 0.00016954013604618455]","[3.4061324429468023, 7.220120335992686, 2.008620626279125]","[270.7922019523951, 188.33678932050688, 245.79375566828196]","[105.25381684870874, 105.25381684870874, 105.25381684870874]","[3727593.7203149386, 3727593.720314938, 3727593.7203149376]","[0.29115977571492796, 0.3962204384670807, 0.2680631970949835]","[0.2500000014139874, 0.16465171309895546, 0.18089440021554076]","[0.10976780873263697, 0.09044720010777038, 0.1500416421629563]","[180.0, 120.0, 60.0]"
105.25381684870872,5179474.6792312125,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[1.10908563041426, 1.0510722588954173, 1.0174684988484706]","[-253169.17050490953, -347063.58525274665, -225886.9557252408]","[0.0001713200713682445, 0.0001700357453105839, 0.0001695196919684215]","[5.422901343544561, 11.45629892749957, 2.8696379799493617]","[265.9138935448585, 179.1969808173476, 240.7490643407055]","[105.25381684870874, 105.25381684870874, 105.25381684870874]","[5179474.679231214, 5179474.679231211, 5179474.679231212]","[0.4219486175081826, 0.5784393087545777, 0.376478259542068]","[0.2500000014139874, 0.1566699120873298, 0.17428520492867972]","[0.10444660805821987, 0.08714260246433986, 0.15004162574546456]","[180.0, 120.0, 60.0]"
105.25381684870872,7196856.730011513,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[1.1156679848237836, 1.0454189114391088, 1.0107043552774675]","[-377089.80363695545, -520361.83622174227, -318611.5055784451]","[0.00017121809003799426, 0.00016988604144993518, 0.00016949177423082414]","[9.437256224872375, 19.49989769121343, 4.1498476264159825]","[258.3187900951518, 165.61870418659058, 233.7633872607454]","[105.25381684870871, 105.25381684870871, 105.25381684870871]","[7196856.730011514, 7196856.7300115125, 7196856.730011512]","[0.6284830060615924, 0.8672697270362372, 0.5310191759640752]","[0.2500000014139874, 0.14442606701187957, 0.16501393436485212]","[0.09628404467458637, 0.08250696718242606, 0.1500415991230986]","[180.0, 120.0, 60.0]"
105.25381684870872,10000000.0,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.1250426190049116, 1.0363209682870882, 1.0036021997264046]","[-585118.2565407925, -798066.3707044275, -448109.5543100574]","[0.0001710505914898999, 0.00016969134942312555, 0.00016947006587725503]","[18.72411789105454, 35.1285415244172, 5.960361190131715]","[247.24029258913617, 148.09003300503517, 227.0030404571177]","[105.25381684870871, 105.25381684870871, 105.25381684870871]","[10000000.0, 10000000.0, 10000000.0]","[0.9751970942346543, 1.3301106178407123, 0.7468492571834291]","[0.2500000014139874, 0.12725460846879866, 0.15521698109896462]","[0.08483640564586577, 0.07760849054948231, 0.15004156421650808]","[180.0, 120.0, 60.0]"
130.3672689737678,100000.0,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.0765452356306884, 1.0495612215555257, 1.027165706903367]","[-4307.135310877957, -5743.745790684581, -4211.46732100068]","[0.00021241742241979972, 0.00021097673113129112, 0.00021005141174357502]","[0.06961271203948939, 0.14589406379672018, 0.050708851403229366]","[281.300724507423, 208.79105157156596, 257.7001143038891]","[130.3672689737678, 130.3672689737678, 130.3672689737678]","[100000.0, 99999.99999999999, 100000.0]","[0.007178558851463262, 0.00957290965114097, 0.0070191122016678015]","[0.2500000014139874, 0.18202803369450055, 0.19637910523335111]","[0.12135202246300036, 0.09818955261667556, 0.15004168019512285]","[180.0, 120.0, 60.0]"
130.3672689737678,138949.5494373139,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[1.0766167623676512, 1.0495070128175836, 1.0270686392580077]","[-5989.482287681571, -7989.11798182985, -5853.276644924266]","[0.00021241608315054504, 0.0002109742951096078, 0.00021005078740075675]","[0.09697295665665029, 0.2032880273194077, 0.07050268635235535]","[281.19771797304327, 208.58376073867416, 257.57411739109926]","[130.3672689737678, 130.3672689737678, 130.3672689737678]","[138949.54943731386, 138949.54943731392, 138949.5494373139]","[0.009982470479469284, 0.013315196636383081, 0.009755461074873777]","[0.2500000014139874, 0.18185595945802083, 0.19621619891580874]","[0.1212373063053472, 0.09810809945790437, 0.1500416798923507]","[180.0, 120.0, 60.0]"
130.3672689737678,193069.77288832495,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.0767163810684897, 1.0494314507103795, 1.0269336298312872]","[-8331.544775060262, -11116.754549881316, -8135.929487671696]","[0.00021241421498281537, 0.00021097090022904346, 0.00021004991883541283]","[0.13522234922122697, 0.2835726011084642, 0.09804637932075702]","[281.054253638535, 208.2952135313363, 257.39887326198277]","[130.3672689737678, 130.3672689737678, 130.3672689737678]","[193069.77288832498, 193069.772888325, 193069.77288832492]","[0.013885907958433771, 0.01852792424980219, 0.013559882479452825]","[0.2500000014139874, 0.18161633299099095, 0.19598959212433853]","[0.1210775553273273, 0.09799479606216926, 0.1500416794700766]","[180.0, 120.0, 60.0]"
130.3672689737678,268269.57952797273,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[1.0768552528870616, 1.0493259919993423, 1.0267457746748099]","[-11594.48802827014, -15477.567112218218, -11310.312684365786]","[0.00021241160503687826, 0.00021096616355771353, 0.00021004870994932148]","[0.1888238703497874, 0.3961734036531154, 0.13639636590253995]","[280.85425501934014, 207.89327389672482, 257.15503943095587]","[130.3672689737678, 130.3672689737678, 130.3672689737678]","[268269.57952797273, 268269.57952797273, 268269.57952797273]","[0.019324146713783564, 0.02579594518703036, 0.018850521140609644]","[0.2500000014139874, 0.1812823430657624, 0.1956742404747052]","[0.12085489537717495, 0.0978371202373526, 0.15004167888026634]","[180.0, 120.0, 60.0]"
130.3672689737678,372759.3720314938,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.0770490955143601, 1.0491785494280044, 1.0264842465192179]","[-16145.235254175683, -21566.096180049404, -15726.241166601267]","[0.00021240795091097126, 0.00021095954400892437, 0.00021004702630227616]","[0.26419445567074334, 0.5546808685864524, 0.18983557680812696]","[280.5750798995938, 207.3328264322377, 256.8155884385035]","[130.3672689737678, 130.3672689737678, 130.3672689737678]","[372759.3720314939, 372759.3720314938, 372759.37203149387]","[0.026908725423626136, 0.03594349363341568, 0.026210401944335444]","[0.2500000014139874, 0.18081625904689744, 0.1952351253965694]","[0.1205441726979316, 0.0976175626982847, 0.15004167805475163]","[180.0, 120.0, 60.0]"
130.3672689737678,517947.46792312124,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[1.0773201615060324, 1.048971899525252, 1.0261198755625989]","[-22501.62177699501, -30083.23700847698, -21872.143090622933]","[0.0002124028193036024, 0.0002109502720170886, 0.00021004467932145537]","[0.3706832072480977, 0.7789652848881878, 0.2643859769237945]","[280.18466667651677, 206.55027476077868, 256.34267164406145]","[130.3672689737678, 130.3672689737678, 130.3672689737678]","[517947.4679231213, 517947.46792312135, 517947.4679231212]","[0.03750270296165834, 0.05013872834746163, 0.03645357181770489]","[0.2500000014139874, 0.18016471483572732, 0.19462316107083344]","[0.12010980989048489, 0.09731158053541672, 0.15004167689599002]","[180.0, 120.0, 60.0]"
130.3672689737678,719685.6730011514,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[1.077700192045222, 1.048681254798515, 1.0256116804614437]","[-31399.19366506679, -42030.267060288665, -30431.323634209184]","[0.00021239558181737047, 0.00021093724310709437, 0.0002100414035529949]","[0.5221627345137665, 1.098634652388082, 0.3685554001024144]","[279.6372697844876, 205.45545438101303, 255.6831249535934]","[130.3672689737678, 130.3672689737678, 130.3672689737678]","[719685.6730011513, 719685.6730011515, 719685.6730011515]","[0.052331989441777985, 0.07005044510048111, 0.05071887272368198]","[0.2500000014139874, 0.17925169084336667, 0.1937693071824912]","[0.1195011272289111, 0.0968846535912456, 0.1500416752628021]","[180.0, 120.0, 60.0]"
130.3672689737678,1000000.0,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.0782349445785044, 1.0482704408131593, 1.0249018358430544]","[-43892.54592712529, -58853.78041216257, -42362.3928249884]","[0.00021238531162859353, 0.00021091885212556362, 0.0002100368234861872]","[0.7397459441988754, 1.5589545369180384, 0.5144461958669847]","[278.8669130381815, 203.91949275473095, 254.76195567282588]","[130.3672689737678, 130.3672689737678, 130.3672689737678]","[1000000.0, 999999.9999999999, 1000000.0000000002]","[0.07315424321187548, 0.09808963402027095, 0.07060398804164732]","[0.2500000014139874, 0.17796780302391732, 0.1925759931371103]","[0.11864520201594486, 0.09628799656855515, 0.15004167294757856]","[180.0, 120.0, 60.0]"
130.3672689737678,1389495.494373136,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[1.0789913813704723, 1.0476856186972399, 1.0239082597203792]","[-61514.635924855196, -82677.62899510186, -59015.59635567845]","[0.0002123706091153681, 0.00021089272540709026, 0.00021003040444241214]","[1.056713335272276, 2.2315657733500425, 0.7194439090298892]","[277.7769697384022, 201.7560631924427, 253.47276575767833]","[130.3672689737678, 130.3672689737678, 130.3672689737678]","[1389495.4943731357, 1389495.4943731362, 1389495.4943731362]","[0.102524393208092, 0.13779604832516976, 0.09835932725946409]","[0.2500000014139874, 0.1761533914410505, 0.19090441743381487]","[0.11743559429403366, 0.09545220871690743, 0.150041669638207]","[180.0, 120.0, 60.0]"
130.3672689737678,1930697.7288832497,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[1.0800696255020623, 1.0468444043898115, 1.0225134904155095]","[-86540.24380301303, -116693.18208842345, -82303.94237677168]","[0.0002123492893655895, 0.00021085526781067422, 0.00021002137872514287]","[1.5281528587556097, 3.2352481022736086, 1.0088821951411067]","[276.2227601167672, 198.6913350378482, 251.6634278579055]","[130.3672689737678, 130.3672689737678, 130.3672689737678]","[1930697.7288832497, 1930697.7288832492, 1930697.7288832497]","[0.14423373967168837, 0.1944886368140391, 0.1371732372946195]","[0.2500000014139874, 0.17357059068556988, 0.18855535271740526]","[0.11571372712371325, 0.09427767635870263, 0.1500416648508723]","[180.0, 120.0, 60.0]"
130.3672689737678,2682695.7952797273,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[1.0816240760115374, 1.0456156632539926, 1.0205476987970403]","[-122454.26958845371, -165861.11654482788, -114961.07692425846]","[0.00021231777801519739, 0.00021080085376947697, 0.00021000863377598468]","[2.251722918416424, 4.77961677420871, 1.4204540433877635]","[273.98059703580583, 194.31346388446275, 249.11436025131428]","[130.3672689737678, 130.3672689737678, 130.3672689737678]","[2682695.7952797273, 2682695.7952797273, 2682695.7952797273]","[0.20409044931408954, 0.27643519424137986, 0.19160179487376408]","[0.2500000014139874, 0.16985443972337824, 0.18523955110024656]","[0.11323629314891882, 0.09261977555012328, 0.1500416578031916]","[180.0, 120.0, 60.0]"
130.3672689737678,3727593.720314938,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[1.0839035223688076, 1.0437786146797317, 1.0177629587635655]","[-174874.31666878832, -238288.07933099847, -160942.81576755948]","[0.00021226982770912147, 0.0002107202976462916, 0.0002099905507378078]","[3.418326410240282, 7.267013996167677, 2.0119696424491407]","[270.68821857377947, 187.9831307533268, 245.50625230665298]","[130.3672689737678, 130.3672689737678, 130.3672689737678]","[3727593.7203149376, 3727593.7203149376, 3727593.7203149386]","[0.2914571944479805, 0.3971467988849975, 0.26823802627926585]","[0.2500000014139874, 0.16442106175115975, 0.18053230026909556]","[0.10961404116743982, 0.09026615013454778, 0.1500416471557302]","[180.0, 120.0, 60.0]"
130.3672689737678,5179474.6792312125,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[1.0873322877055416, 1.040931607361065, 1.0138023688997775]","[-253648.49991269075, -348228.8100850105, -226071.59738223685]","[0.00021219348759982267, 0.00021059791915267626, 0.00020996487260184474]","[5.458101967880201, 11.561484039638913, 2.8757718360736835]","[265.72101515029544, 178.67366607105657, 240.38538982195686]","[130.3672689737678, 130.3672689737678, 130.3672689737678]","[5179474.679231212, 5179474.679231213, 5179474.679231213]","[0.42274749985448457, 0.5803813501416841, 0.37678599563706144]","[0.2500000014139874, 0.1562851347926303, 0.17381697670976248]","[0.1041900898617535, 0.08690848835488124, 0.15004163045790533]","[180.0, 120.0, 60.0]"
130.3672689737678,7196856.730011513,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[1.0926333583750165, 1.0362911367284156, 1.0082989491662522]","[-378405.5811510836, -522852.46466635825, -318901.27031082875]","[0.00021206417263572847, 0.0002104089582314614, 0.00020993014398901826]","[9.54881045710691, 19.750640324888465, 4.160001619097628]","[257.980450842396, 164.862129296504, 233.34054189955953]","[130.3672689737678, 130.3672689737678, 130.3672689737678]","[7196856.730011513, 7196856.730011515, 7196856.730011515]","[0.6306759685851392, 0.8714207744439304, 0.5315021171847145]","[0.2500000014139874, 0.1438001254942613, 0.1644457310081085]","[0.09586675032950752, 0.08222286550405425, 0.15004160344333697]","[180.0, 120.0, 60.0]"
130.3672689737678,10000000.0,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.1000894720527206, 1.0288463724632098, 1.0026887945396354]","[-588147.7232597762, -801787.5227999361, -448209.75842717895]","[0.0002118532913989491, 0.00021016805922037854, 0.00020990484649756135]","[19.049311450533235, 35.55674948506653, 5.963972369306888]","[246.78549310478166, 147.2965746890471, 226.7797200317023]","[130.3672689737678, 130.3672689737678, 130.3672689737678]","[10000000.0, 9999999.999999998, 10000000.0]","[0.9802462054329604, 1.3363125379998937, 0.7470162640452983]","[0.2500000014139874, 0.1264695443557184, 0.15484251365515814]","[0.08431302957047893, 0.07742125682757907, 0.15004156890352366]","[180.0, 120.0, 60.0]"
161.47276486997293,100000.0,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[1.06134177605438, 1.0398633342999162, 1.021833759547365]","[-4305.971202186901, -5745.675719520665, -4212.3175510310075]","[0.00026310055449860307, 0.0002613145640178599, 0.00026016871547741274]","[0.06956041924310824, 0.14605094763368107, 0.05073344197744094]","[281.34353783534027, 208.781751285904, 257.62254508309843]","[161.47276486997293, 161.47276486997293, 161.47276486997293]","[100000.00000000001, 100000.0, 100000.00000000003]","[0.007176618670311502, 0.00957612619920111, 0.007020529251718347]","[0.2500000014139874, 0.18206994283968883, 0.19629362029302488]","[0.12137996189312589, 0.09814681014651244, 0.15004168455311243]","[180.0, 120.0, 60.0]"
161.47276486997293,138949.5494373139,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[1.061399309206596, 1.0398195262454586, 1.0217547947373937]","[-5987.911987809755, -7991.909184424302, -5854.477303788833]","[0.00026309887903116445, 0.0002613115073849684, 0.0002601679323563402]","[0.09690271409100913, 0.2035140571051393, 0.07053745296042341]","[281.2394989323253, 208.57197404544354, 257.4949538074128]","[161.47276486997293, 161.47276486997293, 161.47276486997293]","[138949.54943731386, 138949.54943731392, 138949.54943731392]","[0.009979853313016259, 0.013319848640707172, 0.00975746217298139]","[0.2500000014139874, 0.18189595819338067, 0.19612862429436864]","[0.12126397212892043, 0.09806431214718432, 0.15004168424735045]","[180.0, 120.0, 60.0]"
161.47276486997293,193069.77288832495,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.0614794399857894, 1.0397584568679383, 1.021644960737592]","[-8329.45499078822, -11120.846137463786, -8137.635113868909]","[0.0002630965417651335, 0.0002613072474380989, 0.0002601668429005709]","[0.1351294879388742, 0.2839023687888875, 0.09809584813785605]","[281.0945911731205, 208.2799572121036, 257.3174909841463]","[161.47276486997293, 161.47276486997293, 161.47276486997293]","[193069.7728883249, 193069.77288832498, 193069.77288832495]","[0.013882424984647031, 0.018534743562439646, 0.013562725189781515]","[0.2500000014139874, 0.18165366196028765, 0.19589910820332143]","[0.12110244130685843, 0.09794955410166072, 0.15004168382089064]","[180.0, 120.0, 60.0]"
161.47276486997293,268269.57952797273,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[1.0615911481394205, 1.039673215492594, 1.0214921285843594]","[-11591.764805737046, -15483.668550748076, -11312.755000524707]","[0.0002630932762051532, 0.0002613013034569822, 0.00026016532656875573]","[0.188704189119883, 0.39666240807349457, 0.1364673598625391]","[280.89256944918986, 207.8731677990744, 257.0705678511704]","[161.47276486997293, 161.47276486997293, 161.47276486997293]","[268269.57952797273, 268269.57952797273, 268269.57952797273]","[0.019319608009561742, 0.0258061142512468, 0.01885459166754118]","[0.2500000014139874, 0.1813159326518308, 0.1955797030773221]","[0.12087728843455385, 0.09778985153866104, 0.15004168322520361]","[180.0, 120.0, 60.0]"
161.47276486997293,372759.3720314938,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[1.0617470808776586, 1.0395540202697826, 1.0212793458799547]","[-16141.80708282858, -21575.389980969092, -15729.775286650629]","[0.000263088703668033, 0.0002612929960253034, 0.00026016321472285245]","[0.2640467515011275, 0.5554211089978814, 0.18993862437969677]","[280.6105489913038, 207.305925476144, 256.72681186673924]","[161.47276486997293, 161.47276486997293, 161.47276486997293]","[372759.37203149387, 372759.37203149375, 372759.3720314938]","[0.0269030118047143, 0.03595898330161515, 0.026216292144417716]","[0.2500000014139874, 0.1808445945332448, 0.19513493439519292]","[0.1205630630221632, 0.09756746719759646, 0.15004168239140322]","[180.0, 120.0, 60.0]"
161.47276486997293,517947.46792312124,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.0619651466471194, 1.039386924074594, 1.020982864041901]","[-22497.565040263766, -30097.759732863684, -21877.32730961499]","[0.0002630822813136257, 0.0002612813585344185, 0.0002601602708189342]","[0.3705153786407989, 0.7801148135132606, 0.26453777803362466]","[280.2161146763166, 206.51382239240442, 256.2478893567728]","[161.47276486997293, 161.47276486997293, 161.47276486997293]","[517947.4679231213, 517947.4679231212, 517947.4679231213]","[0.03749594173377294, 0.050162932888106145, 0.03646221218269165]","[0.2500000014139874, 0.18018563515107733, 0.1945150731524153]","[0.12012375676738486, 0.09725753657620766, 0.15004168122089204]","[180.0, 120.0, 60.0]"
161.47276486997293,719685.6730011514,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.0622708961891754, 1.039151837266402, 1.0205693070074733]","[-31394.97677908149, -42053.64639205171, -30439.06133740756]","[0.0002630732214046922, 0.0002612650031146794, 0.0002601561618700791]","[0.5220060225696352, 1.1004756261146031, 0.3687832861521093]","[279.6629963090166, 205.40551352664295, 255.57995166821422]","[161.47276486997293, 161.47276486997293, 161.47276486997293]","[719685.6730011515, 719685.6730011512, 719685.6730011515]","[0.05232496129846915, 0.07008941065341953, 0.05073176889567926]","[0.2500000014139874, 0.1792620805329869, 0.1936501666675576]","[0.11950805368865791, 0.0968250833337788, 0.15004167957090592]","[180.0, 120.0, 60.0]"
161.47276486997293,1000000.0,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[1.06270117535668, 1.0388194062065268, 1.0199915592189033]","[-43889.5856711093, -58892.706042041085, -42374.19216078474]","[0.0002630603611149033, 0.00026124191155031066, 0.00026015041683336167]","[0.739688175882971, 1.562011901210342, 0.5147964663287012]","[278.88441977749426, 203.85037878724248, 254.64703486145555]","[161.47276486997293, 161.47276486997293, 161.47276486997293]","[1000000.0, 1000000.0000000002, 1000000.0]","[0.07314930945184883, 0.09815451007006848, 0.0706236536013079]","[0.2500000014139874, 0.17796310505656626, 0.19244134064957258]","[0.11864207003771084, 0.09622067032478629, 0.15004167723138687]","[180.0, 120.0, 60.0]"
161.47276486997293,1389495.494373136,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.063309931207646, 1.0383458708994207, 1.0191827004357734]","[-61516.57782375748, -82744.89504535872, -59034.05848852384]","[0.000263041942326803, 0.0002612090969208834, 0.0002601423650320058]","[1.056978551652039, 2.236861612688557, 0.7199979449499453]","[277.78250373361556, 201.65944268964924, 253.34135456916704]","[161.47276486997293, 161.47276486997293, 161.47276486997293]","[1389495.4943731362, 1389495.4943731357, 1389495.4943731357]","[0.10252762970626246, 0.1379081584089312, 0.09839009748087307]","[0.2500000014139874, 0.17612680339251052, 0.19074791371647193]","[0.11741786892834034, 0.09537395685823596, 0.15004167388629439]","[180.0, 120.0, 60.0]"
161.47276486997293,1930697.7288832497,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.0641778828057573, 1.0376641159812863, 1.0180468909249243]","[-86556.00700590381, -116814.26239181153, -82333.70309033024]","[0.0002630152158765855, 0.0002611620302954776, 0.00026013104365869215]","[1.5293019718781915, 3.244879433594389, 1.0097886941126115]","[276.2105056292724, 198.5547314836863, 251.50879538685888]","[161.47276486997293, 161.47276486997293, 161.47276486997293]","[1930697.7288832492, 1930697.7288832492, 1930697.7288832502]","[0.14426001167650634, 0.19469043731968588, 0.13722283848388372]","[0.2500000014139874, 0.17351166622702768, 0.18836792164546107]","[0.11567444415135177, 0.09418396082273053, 0.15004166904519328]","[180.0, 120.0, 60.0]"
161.47276486997293,2682695.7952797273,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[1.0654296306509705, 1.0366669720739978, 1.0164454383867447]","[-122505.71726764817, -166089.18438899866, -115010.65827465158]","[0.00026297567370267756, 0.0002610936148800627, 0.000260115058152932]","[2.2552012714669116, 4.798169112730241, 1.421995666342616]","[273.9411422608775, 194.11765799142202, 248.92694241130255]","[161.47276486997293, 161.47276486997293, 161.47276486997293]","[2682695.795279728, 2682695.795279727, 2682695.7952797282]","[0.2041761954460803, 0.27681530731499776, 0.19168443045775263]","[0.2500000014139874, 0.16974649512596882, 0.18500811870534997]","[0.1131643300839792, 0.09250405935267499, 0.15004166191383653]","[180.0, 120.0, 60.0]"
