# modules_per_pv,n_pv,specific_energy_consumption,sh_multiplier,friction_factor_multiplier,LCOW,operating_pressure,water_recovery,n_pv,modules_per_pv,channel_height,spacer_porosity,velocity
7.000000e+00,1.600000e+02,3.870369e+00,1.000000e+00,1.000000e+00,1.001629e+00,8.194757e+06,5.000000e-01,1.600000e+02,7.000000e+00,7.112000e-04,8.500000e-01,2.250000e-01
7.000000e+00,1.700000e+02,3.759335e+00,1.000000e+00,1.000000e+00,9.781707e-01,7.967379e+06,5.000000e-01,1.700000e+02,7.000000e+00,7.112000e-04,8.500000e-01,2.117647e-01
7.000000e+00,1.800000e+02,3.661060e+00,1.000000e+00,1.000000e+00,9.577620e-01,7.766008e+06,5.000000e-01,1.800000e+02,7.000000e+00,7.112000e-04,8.500000e-01,2.000000e-01
7.000000e+00,1.900000e+02,3.573510e+00,1.000000e+00,1.000000e+00,9.399177e-01,7.586522e+06,5.000000e-01,1.900000e+02,7.000000e+00,7.112000e-04,8.500000e-01,1.894737e-01
7.000000e+00,2.000000e+02,3.495064e+00,1.000000e+00,1.000000e+00,9.242508e-01,7.425626e+06,5.000000e-01,2.000000e+02,7.000000e+00,7.112000e-04,8.500000e-01,1.800000e-01
7.000000e+00,2.100000e+02,3.424410e+00,1.000000e+00,1.000000e+00,9.104480e-01,7.280654e+06,5.000000e-01,2.100000e+02,7.000000e+00,7.112000e-04,8.500000e-01,1.714286e-01
8.000000e+00,1.500000e+02,3.764774e+00,1.000000e+00,1.000000e+00,9.785064e-01,7.946156e+06,5.000000e-01,1.500000e+02,8.000000e+00,7.112000e-04,8.500000e-01,2.400000e-01
8.000000e+00,1.600000e+02,3.653083e+00,1.000000e+00,1.000000e+00,9.554460e-01,7.719920e+06,5.000000e-01,1.600000e+02,8.000000e+00,7.112000e-04,8.500000e-01,2.250000e-01
8.000000e+00,1.700000e+02,3.555106e+00,1.000000e+00,1.000000e+00,9.356488e-01,7.521300e+06,5.000000e-01,1.700000e+02,8.000000e+00,7.112000e-04,8.500000e-01,2.117647e-01
8.000000e+00,1.800000e+02,3.468527e+00,1.000000e+00,1.000000e+00,9.185646e-01,7.345661e+06,5.000000e-01,1.800000e+02,8.000000e+00,7.112000e-04,8.500000e-01,2.000000e-01
8.000000e+00,1.900000e+02,3.391521e+00,1.000000e+00,1.000000e+00,9.037603e-01,7.189347e+06,5.000000e-01,1.900000e+02,8.000000e+00,7.112000e-04,8.500000e-01,1.894737e-01
8.000000e+00,2.000000e+02,3.322633e+00,1.000000e+00,1.000000e+00,8.908899e-01,7.049437e+06,5.000000e-01,2.000000e+02,8.000000e+00,7.112000e-04,8.500000e-01,1.800000e-01
8.000000e+00,2.100000e+02,3.260686e+00,1.000000e+00,1.000000e+00,8.796739e-01,6.923569e+06,5.000000e-01,2.100000e+02,8.000000e+00,7.112000e-04,8.500000e-01,1.714286e-01
9.000000e+00,1.500000e+02,3.591674e+00,1.000000e+00,1.000000e+00,9.425487e-01,7.563926e+06,5.000000e-01,1.500000e+02,9.000000e+00,7.112000e-04,8.500000e-01,2.400000e-01
9.000000e+00,1.600000e+02,3.491110e+00,1.000000e+00,1.000000e+00,9.226882e-01,7.362521e+06,5.000000e-01,1.600000e+02,9.000000e+00,7.112000e-04,8.500000e-01,2.250000e-01
9.000000e+00,1.700000e+02,3.403047e+00,1.000000e+00,1.000000e+00,9.057890e-01,7.185987e+06,5.000000e-01,1.700000e+02,9.000000e+00,7.112000e-04,8.500000e-01,2.117647e-01
9.000000e+00,1.800000e+02,3.325362e+00,1.000000e+00,1.000000e+00,8.913494e-01,7.030132e+06,5.000000e-01,1.800000e+02,9.000000e+00,7.112000e-04,8.500000e-01,2.000000e-01
9.000000e+00,1.900000e+02,3.256384e+00,1.000000e+00,1.000000e+00,8.789744e-01,6.891650e+06,5.000000e-01,1.900000e+02,9.000000e+00,7.112000e-04,8.500000e-01,1.894737e-01
9.000000e+00,2.000000e+02,3.194779e+00,1.000000e+00,1.000000e+00,8.683488e-01,6.767900e+06,5.000000e-01,2.000000e+02,9.000000e+00,7.112000e-04,8.500000e-01,1.800000e-01
9.000000e+00,2.100000e+02,3.139472e+00,1.000000e+00,1.000000e+00,8.592178e-01,6.656745e+06,5.000000e-01,2.100000e+02,9.000000e+00,7.112000e-04,8.500000e-01,1.714286e-01
