# modules_per_pv,n_pv,specific_energy_consumption,sh_multiplier,friction_factor_multiplier,LCOW,operating_pressure,water_recovery,n_pv,modules_per_pv,channel_height,spacer_porosity,velocity
7.000000e+00,1.600000e+02,3.675871e+00,1.000000e+00,1.000000e+00,9.554840e-01,7.806125e+06,5.000000e-01,1.600000e+02,7.000000e+00,7.112000e-04,8.500000e-01,2.250000e-01
7.000000e+00,1.700000e+02,3.573261e+00,1.000000e+00,1.000000e+00,9.341161e-01,7.597678e+06,5.000000e-01,1.700000e+02,7.000000e+00,7.112000e-04,8.500000e-01,2.117647e-01
7.000000e+00,1.800000e+02,3.482818e+00,1.000000e+00,1.000000e+00,9.156390e-01,7.413636e+06,5.000000e-01,1.800000e+02,7.000000e+00,7.112000e-04,8.500000e-01,2.000000e-01
7.000000e+00,1.900000e+02,3.402567e+00,1.000000e+00,1.000000e+00,8.995852e-01,7.250082e+06,5.000000e-01,1.900000e+02,7.000000e+00,7.112000e-04,8.500000e-01,1.894737e-01
7.000000e+00,2.000000e+02,3.330936e+00,1.000000e+00,1.000000e+00,8.855828e-01,7.103894e+06,5.000000e-01,2.000000e+02,7.000000e+00,7.112000e-04,8.500000e-01,1.800000e-01
7.000000e+00,2.100000e+02,3.266660e+00,1.000000e+00,1.000000e+00,8.733317e-01,6.972548e+06,5.000000e-01,2.100000e+02,7.000000e+00,7.112000e-04,8.500000e-01,1.714286e-01
8.000000e+00,1.500000e+02,3.585059e+00,1.000000e+00,1.000000e+00,9.360291e-01,7.590734e+06,5.000000e-01,1.500000e+02,8.000000e+00,7.112000e-04,8.500000e-01,2.400000e-01
8.000000e+00,1.600000e+02,3.480555e+00,1.000000e+00,1.000000e+00,9.147874e-01,7.381454e+06,5.000000e-01,1.600000e+02,8.000000e+00,7.112000e-04,8.500000e-01,2.250000e-01
8.000000e+00,1.700000e+02,3.389391e+00,1.000000e+00,1.000000e+00,8.966946e-01,7.198466e+06,5.000000e-01,1.700000e+02,8.000000e+00,7.112000e-04,8.500000e-01,2.117647e-01
8.000000e+00,1.800000e+02,3.309257e+00,1.000000e+00,1.000000e+00,8.812084e-01,7.037284e+06,5.000000e-01,1.800000e+02,8.000000e+00,7.112000e-04,8.500000e-01,2.000000e-01
8.000000e+00,1.900000e+02,3.238344e+00,1.000000e+00,1.000000e+00,8.679037e-01,6.894382e+06,5.000000e-01,1.900000e+02,8.000000e+00,7.112000e-04,8.500000e-01,1.894737e-01
8.000000e+00,2.000000e+02,3.175214e+00,1.000000e+00,1.000000e+00,8.564422e-01,6.766952e+06,5.000000e-01,2.000000e+02,8.000000e+00,7.112000e-04,8.500000e-01,1.800000e-01
8.000000e+00,2.100000e+02,3.118713e+00,1.000000e+00,1.000000e+00,8.465513e-01,6.652725e+06,5.000000e-01,2.100000e+02,8.000000e+00,7.112000e-04,8.500000e-01,1.714286e-01
9.000000e+00,1.500000e+02,3.429028e+00,1.000000e+00,1.000000e+00,9.043645e-01,7.248182e+06,5.000000e-01,1.500000e+02,9.000000e+00,7.112000e-04,8.500000e-01,2.400000e-01
9.000000e+00,1.600000e+02,3.334215e+00,1.000000e+00,1.000000e+00,8.859811e-01,7.060848e+06,5.000000e-01,1.600000e+02,9.000000e+00,7.112000e-04,8.500000e-01,2.250000e-01
9.000000e+00,1.700000e+02,3.251746e+00,1.000000e+00,1.000000e+00,8.704954e-01,6.897467e+06,5.000000e-01,1.700000e+02,9.000000e+00,7.112000e-04,8.500000e-01,2.117647e-01
9.000000e+00,1.800000e+02,3.179463e+00,1.000000e+00,1.000000e+00,8.574034e-01,6.753917e+06,5.000000e-01,1.800000e+02,9.000000e+00,7.112000e-04,8.500000e-01,2.000000e-01
9.000000e+00,1.900000e+02,3.115675e+00,1.000000e+00,1.000000e+00,8.463103e-01,6.626963e+06,5.000000e-01,1.900000e+02,9.000000e+00,7.112000e-04,8.500000e-01,1.894737e-01
9.000000e+00,2.000000e+02,3.059043e+00,1.000000e+00,1.000000e+00,8.369027e-01,6.514027e+06,5.000000e-01,2.000000e+02,9.000000e+00,7.112000e-04,8.500000e-01,1.800000e-01
9.000000e+00,2.100000e+02,3.008489e+00,1.000000e+00,1.000000e+00,8.289283e-01,6.413031e+06,5.000000e-01,2.100000e+02,9.000000e+00,7.112000e-04,8.500000e-01,1.714286e-01
